A, Index, Time
1597, 1597, 36
1598, 1598, 34
1599, 1599, 34
1600, 1600, 34
1601, 1601, 185
1602, 1602, 34
1603, 1603, 34
1604, 1604, 34
1605, 1605, 36
1606, 1606, 34
1607, 1607, 34
1608, 1608, 34
1609, 1609, 185
1610, 1610, 34
1611, 1611, 34
1612, 1612, 34
1613, 1613, 36
1614, 1614, 34
1615, 1615, 34
1616, 1616, 34
1617, 1617, 184
1618, 1618, 34
1619, 1619, 34
1620, 1620, 34
1621, 1621, 36
1622, 1622, 34
1623, 1623, 34
1624, 1624, 34
1625, 1625, 184
1626, 1626, 34
1627, 1627, 34
1628, 1628, 34
1629, 1629, 36
1630, 1630, 34
1631, 1631, 34
1632, 1632, 34
1633, 1633, 185
1634, 1634, 34
1635, 1635, 34
1636, 1636, 34
1637, 1637, 36
1638, 1638, 34
1639, 1639, 34
1640, 1640, 34
1641, 1641, 185
1642, 1642, 34
1643, 1643, 34
1644, 1644, 34
1645, 1645, 36
1646, 1646, 34
1647, 1647, 34
1648, 1648, 34
1649, 1649, 185
1650, 1650, 34
1651, 1651, 34
1652, 1652, 34
1653, 1653, 36
1654, 1654, 34
1655, 1655, 34
1656, 1656, 34
1657, 1657, 185
1658, 1658, 34
1659, 1659, 34
1660, 1660, 34
1661, 1661, 36
1662, 1662, 34
1663, 1663, 34
1664, 1664, 34
1665, 1665, 195
1666, 1666, 34
1667, 1667, 34
1668, 1668, 34
1669, 1669, 36
1670, 1670, 34
1671, 1671, 34
1672, 1672, 34
1673, 1673, 195
1674, 1674, 34
1675, 1675, 34
1676, 1676, 34
1677, 1677, 36
1678, 1678, 34
1679, 1679, 34
1680, 1680, 34
1681, 1681, 196
1682, 1682, 34
1683, 1683, 34
1684, 1684, 34
1685, 1685, 36
1686, 1686, 34
1687, 1687, 34
1688, 1688, 34
1689, 1689, 197
1690, 1690, 34
1691, 1691, 34
1692, 1692, 34
1693, 1693, 36
1694, 1694, 34
1695, 1695, 34
1696, 1696, 34
1697, 1697, 196
1698, 1698, 34
1699, 1699, 34
1700, 1700, 34
1701, 1701, 36
1702, 1702, 34
1703, 1703, 34
1704, 1704, 34
1705, 1705, 196
1706, 1706, 34
1707, 1707, 34
1708, 1708, 34
1709, 1709, 36
1710, 1710, 34
1711, 1711, 34
1712, 1712, 34
1713, 1713, 195
1714, 1714, 34
1715, 1715, 34
1716, 1716, 34
1717, 1717, 36
1718, 1718, 34
1719, 1719, 34
1720, 1720, 34
1721, 1721, 195
1722, 1722, 34
1723, 1723, 34
1724, 1724, 34
1725, 1725, 36
1726, 1726, 34
1727, 1727, 34
1728, 1728, 34
1729, 1729, 186
1730, 1730, 34
1731, 1731, 34
1732, 1732, 34
1733, 1733, 36
1734, 1734, 34
1735, 1735, 34
1736, 1736, 34
1737, 1737, 185
1738, 1738, 34
1739, 1739, 34
1740, 1740, 34
1741, 1741, 36
1742, 1742, 34
1743, 1743, 34
1744, 1744, 34
1745, 1745, 184
1746, 1746, 34
1747, 1747, 34
1748, 1748, 34
1749, 1749, 36
1750, 1750, 34
1751, 1751, 34
1752, 1752, 34
1753, 1753, 184
1754, 1754, 34
1755, 1755, 34
1756, 1756, 34
1757, 1757, 36
1758, 1758, 34
1759, 1759, 34
1760, 1760, 34
1761, 1761, 184
1762, 1762, 34
1763, 1763, 34
1764, 1764, 34
1765, 1765, 36
1766, 1766, 34
1767, 1767, 34
1768, 1768, 34
1769, 1769, 184
1770, 1770, 34
1771, 1771, 34
1772, 1772, 34
1773, 1773, 36
1774, 1774, 34
1775, 1775, 34
1776, 1776, 34
1777, 1777, 186
1778, 1778, 34
1779, 1779, 34
1780, 1780, 34
1781, 1781, 36
1782, 1782, 34
1783, 1783, 34
1784, 1784, 34
1785, 1785, 185
1786, 1786, 34
1787, 1787, 34
1788, 1788, 34
1789, 1789, 36
1790, 1790, 34
1791, 1791, 34
1792, 1792, 34
1793, 1793, 197
1794, 1794, 34
1795, 1795, 34
1796, 1796, 34
1797, 1797, 36
1798, 1798, 34
1799, 1799, 34
1800, 1800, 34
1801, 1801, 196
1802, 1802, 34
1803, 1803, 34
1804, 1804, 34
1805, 1805, 36
1806, 1806, 34
1807, 1807, 34
1808, 1808, 34
1809, 1809, 196
1810, 1810, 34
1811, 1811, 34
1812, 1812, 34
1813, 1813, 36
1814, 1814, 34
1815, 1815, 34
1816, 1816, 34
1817, 1817, 197
1818, 1818, 34
1819, 1819, 34
1820, 1820, 34
1821, 1821, 36
1822, 1822, 34
1823, 1823, 34
1824, 1824, 34
1825, 1825, 197
1826, 1826, 34
1827, 1827, 34
1828, 1828, 34
1829, 1829, 36
1830, 1830, 34
1831, 1831, 34
1832, 1832, 34
1833, 1833, 197
1834, 1834, 34
1835, 1835, 34
1836, 1836, 34
1837, 1837, 36
1838, 1838, 34
1839, 1839, 34
1840, 1840, 34
1841, 1841, 197
1842, 1842, 34
1843, 1843, 34
1844, 1844, 34
1845, 1845, 36
1846, 1846, 34
1847, 1847, 34
1848, 1848, 34
1849, 1849, 195
1850, 1850, 34
1851, 1851, 34
1852, 1852, 34
1853, 1853, 36
1854, 1854, 34
1855, 1855, 34
1856, 1856, 34
1857, 1857, 187
1858, 1858, 34
1859, 1859, 34
1860, 1860, 34
1861, 1861, 36
1862, 1862, 34
1863, 1863, 34
1864, 1864, 34
1865, 1865, 188
1866, 1866, 34
1867, 1867, 34
1868, 1868, 34
1869, 1869, 36
1870, 1870, 34
1871, 1871, 34
1872, 1872, 34
1873, 1873, 188
1874, 1874, 34
1875, 1875, 34
1876, 1876, 34
1877, 1877, 36
1878, 1878, 34
1879, 1879, 34
1880, 1880, 34
1881, 1881, 188
1882, 1882, 34
1883, 1883, 34
1884, 1884, 34
1885, 1885, 36
1886, 1886, 34
1887, 1887, 34
1888, 1888, 34
1889, 1889, 188
1890, 1890, 34
1891, 1891, 34
1892, 1892, 34
1893, 1893, 36
1894, 1894, 34
1895, 1895, 34
1896, 1896, 34
1897, 1897, 187
1898, 1898, 34
1899, 1899, 34
1900, 1900, 34
1901, 1901, 36
1902, 1902, 34
1903, 1903, 34
1904, 1904, 34
1905, 1905, 188
1906, 1906, 34
1907, 1907, 34
1908, 1908, 34
1909, 1909, 36
1910, 1910, 34
1911, 1911, 34
1912, 1912, 34
1913, 1913, 188
1914, 1914, 34
1915, 1915, 34
1916, 1916, 34
1917, 1917, 36
1918, 1918, 34
1919, 1919, 34
1920, 1920, 34
1921, 1921, 195
1922, 1922, 34
1923, 1923, 34
1924, 1924, 34
1925, 1925, 36
1926, 1926, 34
1927, 1927, 34
1928, 1928, 34
1929, 1929, 196
1930, 1930, 34
1931, 1931, 34
1932, 1932, 34
1933, 1933, 36
1934, 1934, 34
1935, 1935, 34
1936, 1936, 34
1937, 1937, 197
1938, 1938, 34
1939, 1939, 34
1940, 1940, 34
1941, 1941, 36
1942, 1942, 34
1943, 1943, 34
1944, 1944, 34
1945, 1945, 197
1946, 1946, 34
1947, 1947, 34
1948, 1948, 34
1949, 1949, 36
1950, 1950, 34
1951, 1951, 34
1952, 1952, 34
1953, 1953, 195
1954, 1954, 34
1955, 1955, 34
1956, 1956, 34
1957, 1957, 36
1958, 1958, 34
1959, 1959, 34
1960, 1960, 34
1961, 1961, 195
1962, 1962, 34
1963, 1963, 34
1964, 1964, 34
1965, 1965, 36
1966, 1966, 34
1967, 1967, 34
1968, 1968, 34
1969, 1969, 197
1970, 1970, 34
1971, 1971, 34
1972, 1972, 34
1973, 1973, 36
1974, 1974, 34
1975, 1975, 34
1976, 1976, 34
1977, 1977, 196
1978, 1978, 34
1979, 1979, 34
1980, 1980, 34
1981, 1981, 36
1982, 1982, 34
1983, 1983, 34
1984, 1984, 34
1985, 1985, 187
1986, 1986, 34
1987, 1987, 34
1988, 1988, 34
1989, 1989, 36
1990, 1990, 34
1991, 1991, 34
1992, 1992, 34
1993, 1993, 187
1994, 1994, 34
1995, 1995, 34
1996, 1996, 34
1997, 1997, 36
1998, 1998, 34
1999, 1999, 34
2000, 2000, 34
2001, 2001, 187
2002, 2002, 34
2003, 2003, 34
2004, 2004, 34
2005, 2005, 36
2006, 2006, 34
2007, 2007, 34
2008, 2008, 34
2009, 2009, 188
2010, 2010, 34
2011, 2011, 34
2012, 2012, 34
2013, 2013, 36
2014, 2014, 34
2015, 2015, 34
2016, 2016, 34
2017, 2017, 188
2018, 2018, 34
2019, 2019, 34
2020, 2020, 34
2021, 2021, 36
2022, 2022, 34
2023, 2023, 34
2024, 2024, 34
2025, 2025, 188
2026, 2026, 34
2027, 2027, 34
2028, 2028, 34
2029, 2029, 36
2030, 2030, 34
2031, 2031, 34
2032, 2032, 34
2033, 2033, 188
2034, 2034, 34
2035, 2035, 34
2036, 2036, 34
2037, 2037, 36
2038, 2038, 34
2039, 2039, 34
2040, 2040, 34
2041, 2041, 188
2042, 2042, 34
2043, 2043, 34
2044, 2044, 34
2045, 2045, 36
2046, 2046, 34
2047, 2047, 34
2048, 2048, 34
2049, 2049, 198
2050, 2050, 34
2051, 2051, 34
2052, 2052, 34
2053, 2053, 36
2054, 2054, 34
2055, 2055, 34
2056, 2056, 34
2057, 2057, 196
2058, 2058, 34
2059, 2059, 34
2060, 2060, 34
2061, 2061, 36
2062, 2062, 34
2063, 2063, 34
2064, 2064, 34
2065, 2065, 196
2066, 2066, 34
2067, 2067, 34
2068, 2068, 34
2069, 2069, 36
2070, 2070, 34
2071, 2071, 34
2072, 2072, 34
2073, 2073, 197
2074, 2074, 34
2075, 2075, 34
2076, 2076, 34
2077, 2077, 36
2078, 2078, 34
2079, 2079, 34
2080, 2080, 34
2081, 2081, 197
2082, 2082, 34
2083, 2083, 34
2084, 2084, 34
2085, 2085, 36
2086, 2086, 34
2087, 2087, 34
2088, 2088, 34
2089, 2089, 198
2090, 2090, 34
2091, 2091, 34
2092, 2092, 34
2093, 2093, 36
2094, 2094, 34
2095, 2095, 34
2096, 2096, 34
2097, 2097, 197
2098, 2098, 34
2099, 2099, 34
2100, 2100, 34
2101, 2101, 36
2102, 2102, 34
2103, 2103, 34
2104, 2104, 34
2105, 2105, 197
2106, 2106, 34
2107, 2107, 34
2108, 2108, 34
2109, 2109, 36
2110, 2110, 34
2111, 2111, 34
2112, 2112, 34
2113, 2113, 187
2114, 2114, 34
2115, 2115, 34
2116, 2116, 34
2117, 2117, 36
2118, 2118, 34
2119, 2119, 34
2120, 2120, 34
2121, 2121, 187
2122, 2122, 34
2123, 2123, 34
2124, 2124, 34
2125, 2125, 36
2126, 2126, 34
2127, 2127, 34
2128, 2128, 34
2129, 2129, 187
2130, 2130, 34
2131, 2131, 34
2132, 2132, 34
2133, 2133, 36
2134, 2134, 34
2135, 2135, 34
2136, 2136, 34
2137, 2137, 186
2138, 2138, 34
2139, 2139, 34
2140, 2140, 34
2141, 2141, 36
2142, 2142, 34
2143, 2143, 34
2144, 2144, 34
2145, 2145, 185
2146, 2146, 34
2147, 2147, 34
2148, 2148, 34
2149, 2149, 36
2150, 2150, 34
2151, 2151, 34
2152, 2152, 34
2153, 2153, 186
2154, 2154, 34
2155, 2155, 34
2156, 2156, 34
2157, 2157, 36
2158, 2158, 34
2159, 2159, 34
2160, 2160, 34
2161, 2161, 187
2162, 2162, 34
2163, 2163, 34
2164, 2164, 34
2165, 2165, 36
2166, 2166, 34
2167, 2167, 34
2168, 2168, 34
2169, 2169, 187
2170, 2170, 34
2171, 2171, 34
2172, 2172, 34
2173, 2173, 36
2174, 2174, 34
2175, 2175, 34
2176, 2176, 34
2177, 2177, 198
2178, 2178, 34
2179, 2179, 34
2180, 2180, 34
2181, 2181, 36
2182, 2182, 34
2183, 2183, 34
2184, 2184, 34
2185, 2185, 197
2186, 2186, 34
2187, 2187, 34
2188, 2188, 34
2189, 2189, 36
2190, 2190, 34
2191, 2191, 34
2192, 2192, 34
2193, 2193, 197
2194, 2194, 34
2195, 2195, 34
2196, 2196, 34
2197, 2197, 36
2198, 2198, 34
2199, 2199, 34
2200, 2200, 34
2201, 2201, 197
2202, 2202, 34
2203, 2203, 34
2204, 2204, 34
2205, 2205, 36
2206, 2206, 34
2207, 2207, 34
2208, 2208, 34
2209, 2209, 197
2210, 2210, 34
2211, 2211, 34
2212, 2212, 34
2213, 2213, 36
2214, 2214, 34
2215, 2215, 34
2216, 2216, 34
2217, 2217, 197
2218, 2218, 34
2219, 2219, 34
2220, 2220, 34
2221, 2221, 36
2222, 2222, 34
2223, 2223, 34
2224, 2224, 34
2225, 2225, 197
2226, 2226, 34
2227, 2227, 34
2228, 2228, 34
2229, 2229, 36
2230, 2230, 34
2231, 2231, 34
2232, 2232, 34
2233, 2233, 197
2234, 2234, 34
2235, 2235, 34
2236, 2236, 34
2237, 2237, 36
2238, 2238, 34
2239, 2239, 34
2240, 2240, 34
2241, 2241, 187
2242, 2242, 34
2243, 2243, 34
2244, 2244, 34
2245, 2245, 36
2246, 2246, 34
2247, 2247, 34
2248, 2248, 34
2249, 2249, 187
2250, 2250, 34
2251, 2251, 34
2252, 2252, 34
2253, 2253, 36
2254, 2254, 34
2255, 2255, 34
2256, 2256, 34
2257, 2257, 187
2258, 2258, 34
2259, 2259, 34
2260, 2260, 34
2261, 2261, 36
2262, 2262, 34
2263, 2263, 34
2264, 2264, 34
2265, 2265, 186
2266, 2266, 34
2267, 2267, 34
2268, 2268, 34
2269, 2269, 36
2270, 2270, 34
2271, 2271, 34
2272, 2272, 34
2273, 2273, 187
2274, 2274, 34
2275, 2275, 34
2276, 2276, 34
2277, 2277, 36
2278, 2278, 34
2279, 2279, 34
2280, 2280, 34
2281, 2281, 186
2282, 2282, 34
2283, 2283, 34
2284, 2284, 34
2285, 2285, 36
2286, 2286, 34
2287, 2287, 34
2288, 2288, 34
2289, 2289, 186
2290, 2290, 34
2291, 2291, 34
2292, 2292, 34
2293, 2293, 36
2294, 2294, 34
2295, 2295, 34
2296, 2296, 34
2297, 2297, 186
2298, 2298, 34
2299, 2299, 34
2300, 2300, 34
2301, 2301, 36
2302, 2302, 34
2303, 2303, 34
2304, 2304, 34
2305, 2305, 197
2306, 2306, 34
2307, 2307, 34
2308, 2308, 34
2309, 2309, 36
2310, 2310, 34
2311, 2311, 34
2312, 2312, 34
2313, 2313, 196
2314, 2314, 34
2315, 2315, 34
2316, 2316, 34
2317, 2317, 36
2318, 2318, 34
2319, 2319, 34
2320, 2320, 34
2321, 2321, 196
2322, 2322, 34
2323, 2323, 34
2324, 2324, 34
2325, 2325, 36
2326, 2326, 34
2327, 2327, 34
2328, 2328, 34
2329, 2329, 197
2330, 2330, 34
2331, 2331, 34
2332, 2332, 34
2333, 2333, 36
2334, 2334, 34
2335, 2335, 34
2336, 2336, 34
2337, 2337, 197
2338, 2338, 34
2339, 2339, 34
2340, 2340, 34
2341, 2341, 36
2342, 2342, 34
2343, 2343, 34
2344, 2344, 34
2345, 2345, 197
2346, 2346, 34
2347, 2347, 34
2348, 2348, 34
2349, 2349, 36
2350, 2350, 34
2351, 2351, 34
2352, 2352, 34
2353, 2353, 196
2354, 2354, 34
2355, 2355, 34
2356, 2356, 34
2357, 2357, 36
2358, 2358, 34
2359, 2359, 34
2360, 2360, 34
2361, 2361, 195
2362, 2362, 34
2363, 2363, 34
2364, 2364, 34
2365, 2365, 36
2366, 2366, 34
2367, 2367, 34
2368, 2368, 34
2369, 2369, 187
2370, 2370, 34
2371, 2371, 34
2372, 2372, 34
2373, 2373, 36
2374, 2374, 34
2375, 2375, 34
2376, 2376, 34
2377, 2377, 187
2378, 2378, 34
2379, 2379, 34
2380, 2380, 34
2381, 2381, 36
2382, 2382, 34
2383, 2383, 34
2384, 2384, 34
2385, 2385, 187
2386, 2386, 34
2387, 2387, 34
2388, 2388, 34
2389, 2389, 36
2390, 2390, 34
2391, 2391, 34
2392, 2392, 34
2393, 2393, 188
2394, 2394, 34
2395, 2395, 34
2396, 2396, 34
2397, 2397, 36
2398, 2398, 34
2399, 2399, 34
2400, 2400, 34
2401, 2401, 188
2402, 2402, 34
2403, 2403, 34
2404, 2404, 34
2405, 2405, 36
2406, 2406, 34
2407, 2407, 34
2408, 2408, 34
2409, 2409, 188
2410, 2410, 34
2411, 2411, 34
2412, 2412, 34
2413, 2413, 36
2414, 2414, 34
2415, 2415, 34
2416, 2416, 34
2417, 2417, 188
2418, 2418, 34
2419, 2419, 34
2420, 2420, 34
2421, 2421, 36
2422, 2422, 34
2423, 2423, 34
2424, 2424, 34
2425, 2425, 187
2426, 2426, 34
2427, 2427, 34
2428, 2428, 34
2429, 2429, 36
2430, 2430, 34
2431, 2431, 34
2432, 2432, 34
2433, 2433, 197
2434, 2434, 34
2435, 2435, 34
2436, 2436, 34
2437, 2437, 36
2438, 2438, 34
2439, 2439, 34
2440, 2440, 34
2441, 2441, 197
2442, 2442, 34
2443, 2443, 34
2444, 2444, 34
2445, 2445, 36
2446, 2446, 34
2447, 2447, 34
2448, 2448, 34
2449, 2449, 196
2450, 2450, 34
2451, 2451, 34
2452, 2452, 34
2453, 2453, 36
2454, 2454, 34
2455, 2455, 34
2456, 2456, 34
2457, 2457, 196
2458, 2458, 34
2459, 2459, 34
2460, 2460, 34
2461, 2461, 36
2462, 2462, 34
2463, 2463, 34
2464, 2464, 34
2465, 2465, 196
2466, 2466, 34
2467, 2467, 34
2468, 2468, 34
2469, 2469, 36
2470, 2470, 34
2471, 2471, 34
2472, 2472, 34
2473, 2473, 196
2474, 2474, 34
2475, 2475, 34
2476, 2476, 34
2477, 2477, 36
2478, 2478, 34
2479, 2479, 34
2480, 2480, 34
2481, 2481, 196
2482, 2482, 34
2483, 2483, 34
2484, 2484, 34
2485, 2485, 36
2486, 2486, 34
2487, 2487, 34
2488, 2488, 34
2489, 2489, 198
2490, 2490, 34
2491, 2491, 34
2492, 2492, 34
2493, 2493, 36
2494, 2494, 34
2495, 2495, 34
2496, 2496, 34
2497, 2497, 188
2498, 2498, 34
2499, 2499, 34
2500, 2500, 34
2501, 2501, 36
2502, 2502, 34
2503, 2503, 34
2504, 2504, 34
2505, 2505, 188
2506, 2506, 34
2507, 2507, 34
2508, 2508, 34
2509, 2509, 36
2510, 2510, 34
2511, 2511, 34
2512, 2512, 34
2513, 2513, 188
2514, 2514, 34
2515, 2515, 34
2516, 2516, 34
2517, 2517, 36
2518, 2518, 34
2519, 2519, 34
2520, 2520, 34
2521, 2521, 187
2522, 2522, 34
2523, 2523, 34
2524, 2524, 34
2525, 2525, 36
2526, 2526, 34
2527, 2527, 34
2528, 2528, 34
2529, 2529, 187
2530, 2530, 34
2531, 2531, 34
2532, 2532, 34
2533, 2533, 36
2534, 2534, 34
2535, 2535, 34
2536, 2536, 34
2537, 2537, 187
2538, 2538, 34
2539, 2539, 34
2540, 2540, 34
2541, 2541, 36
2542, 2542, 34
2543, 2543, 34
2544, 2544, 34
2545, 2545, 188
2546, 2546, 34
2547, 2547, 34
2548, 2548, 34
2549, 2549, 36
2550, 2550, 34
2551, 2551, 34
2552, 2552, 34
2553, 2553, 188
2554, 2554, 34
2555, 2555, 34
2556, 2556, 34
2557, 2557, 36
2558, 2558, 34
2559, 2559, 34
2560, 2560, 34
2561, 2561, 193
2562, 2562, 34
2563, 2563, 34
2564, 2564, 34
2565, 2565, 36
2566, 2566, 34
2567, 2567, 34
2568, 2568, 34
2569, 2569, 192
2570, 2570, 34
2571, 2571, 34
2572, 2572, 34
2573, 2573, 36
2574, 2574, 34
2575, 2575, 34
2576, 2576, 34
2577, 2577, 193
2578, 2578, 34
2579, 2579, 34
2580, 2580, 34
2581, 2581, 36
2582, 2582, 34
2583, 2583, 34
2584, 2584, 34
2585, 2585, 193
2586, 2586, 34
2587, 2587, 34
2588, 2588, 34
2589, 2589, 36
2590, 2590, 34
2591, 2591, 34
2592, 2592, 34
2593, 2593, 193
2594, 2594, 34
2595, 2595, 34
2596, 2596, 34
2597, 2597, 36
2598, 2598, 34
2599, 2599, 34
2600, 2600, 34
2601, 2601, 191
2602, 2602, 34
2603, 2603, 34
2604, 2604, 34
2605, 2605, 36
2606, 2606, 34
2607, 2607, 34
2608, 2608, 34
2609, 2609, 192
2610, 2610, 34
2611, 2611, 34
2612, 2612, 34
2613, 2613, 36
2614, 2614, 34
2615, 2615, 34
2616, 2616, 34
2617, 2617, 192
2618, 2618, 34
2619, 2619, 34
2620, 2620, 34
2621, 2621, 36
2622, 2622, 34
2623, 2623, 34
2624, 2624, 34
2625, 2625, 183
2626, 2626, 34
2627, 2627, 34
2628, 2628, 34
2629, 2629, 36
2630, 2630, 34
2631, 2631, 34
2632, 2632, 34
2633, 2633, 183
2634, 2634, 34
2635, 2635, 34
2636, 2636, 34
2637, 2637, 36
2638, 2638, 34
2639, 2639, 34
2640, 2640, 34
2641, 2641, 183
2642, 2642, 34
2643, 2643, 34
2644, 2644, 34
2645, 2645, 36
2646, 2646, 34
2647, 2647, 34
2648, 2648, 34
2649, 2649, 182
2650, 2650, 34
2651, 2651, 34
2652, 2652, 34
2653, 2653, 36
2654, 2654, 34
2655, 2655, 34
2656, 2656, 34
2657, 2657, 182
2658, 2658, 34
2659, 2659, 34
2660, 2660, 34
2661, 2661, 36
2662, 2662, 34
2663, 2663, 34
2664, 2664, 34
2665, 2665, 182
2666, 2666, 34
2667, 2667, 34
2668, 2668, 34
2669, 2669, 36
2670, 2670, 34
2671, 2671, 34
2672, 2672, 34
2673, 2673, 182
2674, 2674, 34
2675, 2675, 34
2676, 2676, 34
2677, 2677, 36
2678, 2678, 34
2679, 2679, 34
2680, 2680, 34
2681, 2681, 182
2682, 2682, 34
2683, 2683, 34
2684, 2684, 34
2685, 2685, 36
2686, 2686, 34
2687, 2687, 34
2688, 2688, 34
2689, 2689, 192
2690, 2690, 34
2691, 2691, 34
2692, 2692, 34
2693, 2693, 36
2694, 2694, 34
2695, 2695, 34
2696, 2696, 34
2697, 2697, 194
2698, 2698, 34
2699, 2699, 34
2700, 2700, 34
2701, 2701, 36
2702, 2702, 34
2703, 2703, 34
2704, 2704, 34
2705, 2705, 193
2706, 2706, 34
2707, 2707, 34
2708, 2708, 34
2709, 2709, 36
2710, 2710, 34
2711, 2711, 34
2712, 2712, 34
2713, 2713, 192
2714, 2714, 34
2715, 2715, 34
2716, 2716, 34
2717, 2717, 36
2718, 2718, 34
2719, 2719, 34
2720, 2720, 34
2721, 2721, 193
2722, 2722, 34
2723, 2723, 34
2724, 2724, 34
2725, 2725, 36
2726, 2726, 34
2727, 2727, 34
2728, 2728, 34
2729, 2729, 191
2730, 2730, 34
2731, 2731, 34
2732, 2732, 34
2733, 2733, 36
2734, 2734, 34
2735, 2735, 34
2736, 2736, 34
2737, 2737, 192
2738, 2738, 34
2739, 2739, 34
2740, 2740, 34
2741, 2741, 36
2742, 2742, 34
2743, 2743, 34
2744, 2744, 34
2745, 2745, 193
2746, 2746, 34
2747, 2747, 34
2748, 2748, 34
2749, 2749, 36
2750, 2750, 34
2751, 2751, 34
2752, 2752, 34
2753, 2753, 182
2754, 2754, 34
2755, 2755, 34
2756, 2756, 34
2757, 2757, 36
2758, 2758, 34
2759, 2759, 34
2760, 2760, 34
2761, 2761, 183
2762, 2762, 34
2763, 2763, 34
2764, 2764, 34
2765, 2765, 36
2766, 2766, 34
2767, 2767, 34
2768, 2768, 34
2769, 2769, 183
2770, 2770, 34
2771, 2771, 34
2772, 2772, 34
2773, 2773, 36
2774, 2774, 34
2775, 2775, 34
2776, 2776, 34
2777, 2777, 183
2778, 2778, 34
2779, 2779, 34
2780, 2780, 34
2781, 2781, 36
2782, 2782, 34
2783, 2783, 34
2784, 2784, 34
2785, 2785, 182
2786, 2786, 34
2787, 2787, 34
2788, 2788, 34
2789, 2789, 36
2790, 2790, 34
2791, 2791, 34
2792, 2792, 34
2793, 2793, 183
2794, 2794, 34
2795, 2795, 34
2796, 2796, 34
2797, 2797, 36
2798, 2798, 34
2799, 2799, 34
2800, 2800, 34
2801, 2801, 183
2802, 2802, 34
2803, 2803, 34
2804, 2804, 34
2805, 2805, 36
2806, 2806, 34
2807, 2807, 34
2808, 2808, 34
2809, 2809, 184
2810, 2810, 34
2811, 2811, 34
2812, 2812, 34
2813, 2813, 36
2814, 2814, 34
2815, 2815, 34
2816, 2816, 34
2817, 2817, 196
2818, 2818, 34
2819, 2819, 34
2820, 2820, 34
2821, 2821, 36
2822, 2822, 34
2823, 2823, 34
2824, 2824, 34
2825, 2825, 197
2826, 2826, 34
2827, 2827, 34
2828, 2828, 34
2829, 2829, 36
2830, 2830, 34
2831, 2831, 34
2832, 2832, 34
2833, 2833, 196
2834, 2834, 34
2835, 2835, 34
2836, 2836, 34
2837, 2837, 36
2838, 2838, 34
2839, 2839, 34
2840, 2840, 34
2841, 2841, 196
2842, 2842, 34
2843, 2843, 34
2844, 2844, 34
2845, 2845, 36
2846, 2846, 34
2847, 2847, 34
2848, 2848, 34
2849, 2849, 197
2850, 2850, 34
2851, 2851, 34
2852, 2852, 34
2853, 2853, 36
2854, 2854, 34
2855, 2855, 34
2856, 2856, 34
2857, 2857, 196
2858, 2858, 34
2859, 2859, 34
2860, 2860, 34
2861, 2861, 36
2862, 2862, 34
2863, 2863, 34
2864, 2864, 34
2865, 2865, 197
2866, 2866, 34
2867, 2867, 34
2868, 2868, 34
2869, 2869, 36
2870, 2870, 34
2871, 2871, 34
2872, 2872, 34
2873, 2873, 197
2874, 2874, 34
2875, 2875, 34
2876, 2876, 34
2877, 2877, 36
2878, 2878, 34
2879, 2879, 34
2880, 2880, 34
2881, 2881, 188
2882, 2882, 34
2883, 2883, 34
2884, 2884, 34
2885, 2885, 36
2886, 2886, 34
2887, 2887, 34
2888, 2888, 34
2889, 2889, 187
2890, 2890, 34
2891, 2891, 34
2892, 2892, 34
2893, 2893, 36
2894, 2894, 34
2895, 2895, 34
2896, 2896, 34
2897, 2897, 187
2898, 2898, 34
2899, 2899, 34
2900, 2900, 34
2901, 2901, 36
2902, 2902, 34
2903, 2903, 34
2904, 2904, 34
2905, 2905, 187
2906, 2906, 34
2907, 2907, 34
2908, 2908, 34
2909, 2909, 36
2910, 2910, 34
2911, 2911, 34
2912, 2912, 34
2913, 2913, 187
2914, 2914, 34
2915, 2915, 34
2916, 2916, 34
2917, 2917, 36
2918, 2918, 34
2919, 2919, 34
2920, 2920, 34
2921, 2921, 189
2922, 2922, 34
2923, 2923, 34
2924, 2924, 34
2925, 2925, 36
2926, 2926, 34
2927, 2927, 34
2928, 2928, 34
2929, 2929, 188
2930, 2930, 34
2931, 2931, 34
2932, 2932, 34
2933, 2933, 36
2934, 2934, 34
2935, 2935, 34
2936, 2936, 34
2937, 2937, 187
2938, 2938, 34
2939, 2939, 34
2940, 2940, 34
2941, 2941, 36
2942, 2942, 34
2943, 2943, 34
2944, 2944, 34
2945, 2945, 195
2946, 2946, 34
2947, 2947, 34
2948, 2948, 34
2949, 2949, 36
2950, 2950, 34
2951, 2951, 34
2952, 2952, 34
2953, 2953, 196
2954, 2954, 34
2955, 2955, 34
2956, 2956, 34
2957, 2957, 36
2958, 2958, 34
2959, 2959, 34
2960, 2960, 34
2961, 2961, 196
2962, 2962, 34
2963, 2963, 34
2964, 2964, 34
2965, 2965, 36
2966, 2966, 34
2967, 2967, 34
2968, 2968, 34
2969, 2969, 195
2970, 2970, 34
2971, 2971, 34
2972, 2972, 34
2973, 2973, 36
2974, 2974, 34
2975, 2975, 34
2976, 2976, 34
2977, 2977, 196
2978, 2978, 34
2979, 2979, 34
2980, 2980, 34
2981, 2981, 36
2982, 2982, 34
2983, 2983, 34
2984, 2984, 34
2985, 2985, 195
2986, 2986, 34
2987, 2987, 34
2988, 2988, 34
2989, 2989, 36
2990, 2990, 34
2991, 2991, 34
2992, 2992, 34
2993, 2993, 195
2994, 2994, 34
2995, 2995, 34
